,window,rmse,mape,mae,r2,smape,nrmse
0,0,0.33452722,24.28797334432602,0.22353655,0.755483865865276,10.858715325593948,0.08308724
1,1680,0.31282312,99.07996654510498,0.18305889,0.7914535083387682,10.378628969192505,0.06655386
2,3360,0.18584412,69.67319846153259,0.115942776,0.8208936970876082,10.27226597070694,0.06734784
3,5040,0.27641174,18.824495375156403,0.1606486,0.85664247432043,7.103203237056732,0.05787738
4,6720,0.3919878,148.3312964439392,0.32080904,0.5412171145526843,24.84012395143509,0.07692697
5,8400,0.15249822,84.72257852554321,0.08860654,0.8505681727190614,11.914721876382828,0.060240258
6,10080,0.2711694,48.08153510093689,0.152297,0.8298912643356904,12.543046474456787,0.053574022
7,11760,0.29950657,15.609756112098694,0.120722264,0.5923182532784991,7.329122722148895,0.0533137
8,13440,0.29570493,412.1717929840088,0.19606516,0.7077991777307788,19.40145641565323,0.06607931
9,15120,0.36342648,29.817935824394226,0.17375213,0.7275470674139086,14.910654723644257,0.059980273
10,16800,0.3290772,25.416553020477295,0.15101111,0.6401774937241003,8.963005244731903,0.055392124
11,18480,0.17754978,85.05196571350098,0.118837595,0.8261500489454503,13.274401426315308,0.06769905
12,20160,0.23478746,67.97018647193909,0.15973714,0.4516536151682662,29.124155640602112,0.0647377
13,21840,0.17458297,59.50036644935608,0.08984538,0.6850770159934012,12.396269291639328,0.05705481
14,23520,0.19881968,106.61400556564331,0.118655175,0.6796033645702095,15.263821184635162,0.08158602
15,25200,0.4671137,58.238643407821655,0.18287662,0.3904274585684795,13.025352358818054,0.08122846
16,26880,0.77999103,85.68933606147766,0.5233307,0.871202682577735,23.191072046756744,0.07294157
17,28560,1.1217418,568.9379692077637,0.5989563,0.8081204721794732,20.461465418338776,0.10070022
18,30240,0.66565394,29.528674483299255,0.298871,0.8739118848325199,12.356562167406082,0.07717488
19,31920,0.6944668,180.01750707626343,0.34723946,0.8952243983950582,22.97525554895401,0.06238641
20,33600,0.21265732,29.197943210601807,0.09795905,0.9021076342467884,8.524828404188156,0.048567057
21,35280,0.68521184,33.48962366580963,0.2540329,0.6573038626043082,11.806567013263702,0.10199969
22,36960,0.32450438,199.68571662902832,0.14428063,0.7638259673642633,12.146291881799698,0.070422724
23,38640,0.227721,203.48608493804932,0.09990062,0.6994563573359153,9.156402945518494,0.08949655
24,40320,0.467582,47.58017361164093,0.23125556,0.28342320624738737,13.62796276807785,0.07815481
25,42000,0.31933367,24.327410757541656,0.1308457,0.4985308316585957,10.21956279873848,0.05982627
26,43680,0.22333053,86.15087866783142,0.14273797,0.76125902590276,13.93631100654602,0.10115523
27,45360,0.29608643,22.34841138124466,0.1793508,0.7711665498100786,10.198003053665161,0.07947136
28,47040,0.23259662,30.67716360092163,0.14865273,0.7207086759085497,10.913683474063873,0.08003922
29,48720,0.2403076,57.703518867492676,0.15419188,0.7996228451271153,12.401361018419266,0.068314165
