,window,rmse,mape,mae,r2,variable,smape,nrmse
99,775,31.14697484959207,59.29333184142749,25.354178495013837,0.6733800190616268,PM2.5.3,19.541360928966604,0.14419895763700033
100,775,47.626540406944684,113.67330244608686,38.019210913746626,0.45885878825518156,PM10.3,21.381856255675945,0.15615259149817928
101,775,6.442085094523859,56.13976975710181,4.960177505139223,0.19035538972947708,SO2.3,21.63551141712692,0.1840595741292531
102,775,19.5095142512914,46.46239504260984,15.411948508823041,0.4116321938067138,NO2.3,17.670019527178013,0.16533486653636778
103,775,325.34721667040105,22.28221039043426,243.86263188627578,0.6010681635032373,CO.3,10.253209394002697,0.11218869540358657
104,775,302.34213199766475,863.6842918378795,213.61043115674528,-0.2604407339898389,O3.3,63.459643532525654,0.28256274018473343
105,775,1.6162062725069497,4.569628631978374,1.2985162223737263,0.7710638560425055,TEMP.3,2.2856190564987915,0.12432355942361152
106,775,1.9585109838661434,0.1507023707607289,1.509047171995809,0.797047995581627,PRES.3,0.07534759148104683,0.12554557588885518
107,775,2.5265103835070724,10.739705086961985,1.9572850512475084,0.7564466227112312,DEWP.3,5.119262632307628,0.13158908247432666
108,775,0.16611820665634008,inf,0.046521112444818366,0.033883579517028584,RAIN.3,96.21840820371806,0.07550827575288185
109,775,0.7965128516818499,inf,0.6249364748443526,0.1683775695267109,WSPM.3,26.091952492591773,0.18102564810951133
110,775,25.865215773329616,48.89468665426069,20.576807543174507,0.7353691251540829,PM2.5.4,16.77295175257097,0.1340166620379773
111,775,40.0513755138905,66.85256223613689,31.08988478749069,0.5183025793446631,PM10.4,17.72826067815702,0.14617290333536678
112,775,3.49933831992248,53.2986745316296,2.6723310394385424,0.21502228629480358,SO2.4,21.246950702404074,0.16663515809154666
113,775,17.612184884066483,34.766815855750565,14.423379986556535,0.45006479386374787,NO2.4,14.842817373904923,0.1797161722863927
114,775,308.3312942009176,51.31064462891731,241.12841081127678,0.5910877490065438,CO.4,17.423486652485252,0.17129516344495424
115,775,44.98866371428448,302.35207651402385,35.422306228227455,0.4819489114036919,O3.4,36.47021003657042,0.20174288661114115
116,775,1.691375241690806,4.6546347514842825,1.321827451961557,0.7983820843948302,TEMP.4,2.329104090193267,0.11664656839246935
117,775,2.0206551173188267,0.1547733163827921,1.5466467788538976,0.7853972414633272,PRES.4,0.07736821140464842,0.12788956438726695
118,775,2.213446217244211,8.905296192058856,1.6755430044587127,0.7179546672843973,DEWP.4,4.2464502836127,0.12435091108113544
119,775,0.1100821773833607,inf,0.035489459734256434,0.038706103362811106,RAIN.4,98.59356045387322,0.10007470671214608
120,775,0.6438341460990774,inf,0.49681039765938045,0.11866123120140415,WSPM.4,25.440994839914268,0.18936298414678748
121,775,26.44140084273569,55.38130680439078,21.76170518733177,0.6280903403282976,PM2.5.5,19.048803854858523,0.16629811850777163
122,775,52.586755915219925,125.33001248008304,41.50435500784019,0.25930393918188954,PM10.5,24.26824320756249,0.1690892473158197
123,775,4.211130081391169,66.09304140759156,2.253666112564274,0.04442762370210174,SO2.5,24.96987785036711,0.08422260162782338
124,775,23.89903531604813,41.833583646958125,17.68048694944873,0.11487454339487058,NO2.5,18.205545114852953,0.16039621017481967
125,775,264.03581832942757,24.73231400698433,197.985629052231,0.30815423294955147,CO.5,10.546157194247435,0.18859701309244825
126,775,39.28166463133471,156.8213465027444,32.36061790202427,0.5326081646283969,O3.5,31.289700343574616,0.1707898462231944
127,775,1.74816666547208,4.72701230793629,1.3614669563844033,0.7673308711372915,TEMP.5,2.374054962574573,0.1285416665788294
128,775,1.7287143633595372,0.1341059766347948,1.3383429143846648,0.8388562251610607,PRES.5,0.06704874342997229,0.11081502329227787
129,775,2.2746736877299583,10.07312123195864,1.749838839855391,0.7264296443802712,DEWP.5,4.729098919068616,0.1285126377248564
130,775,0.1408942411642071,inf,0.04446598253952167,0.0498533914885847,RAIN.5,98.00984741479782,0.07415486377063532
131,775,0.4275626804854626,inf,0.34055797546794736,0.2736372600557275,WSPM.5,34.34847390808887,0.1583565483279491
132,1550,48.52668067659758,107.07671272931219,32.539075394535494,0.6265504201174384,PM2.5,37.48173478201909,0.16908251106828426
133,1550,55.32598283737045,74.03176838041426,39.31270783217912,0.5977780472823926,PM10,25.20300493483533,0.1433315617548457
134,1550,19.24936614654052,79.1290778029643,12.8900038630692,0.37684609559337734,SO2,25.294928619454364,0.15649891176049205
135,1550,21.496746164344124,28.981727929809242,16.40092021902812,0.5534533071501202,NO2,13.048628976101858,0.13352016251145418
136,1550,585.4764619257812,46.050747143286394,406.6791450018735,0.584653246106716,CO,23.212959334320296,0.1064502658046875
137,1550,20.42002034171862,417.7805394171955,12.769478213522085,0.4581281270358002,O3,55.465648690994065,0.12154774012927749
138,1550,4.622529237231021,inf,3.668920136711647,0.7982750767209127,TEMP,34.351851412512964,0.13555804214753725
139,1550,4.987145820445474,0.3445991316038143,3.503010165814268,0.6302836831818128,PRES,0.17202433203841927,0.1826793340822521
140,1550,7.6818270661460115,107.54430014596706,6.390000488461216,0.543272643862651,DEWP,48.62601927131894,0.22395997277393623
141,1550,0.14368057005344095,inf,0.12106638850125763,0.0,RAIN,100.0,inf
142,1550,0.6342017725264483,inf,0.5012416993219828,0.35163930862424553,WSPM,26.109083481049787,0.17140588446660762
143,1550,46.17949975393277,79.22705610587822,29.363580900225212,0.656520222999072,PM2.5.1,32.9977167852308,0.1592396543239061
144,1550,51.48029149788697,79.30333130625564,34.86859933125604,0.5005042874281287,PM10.1,25.06549180097455,0.17690821820579714
145,1550,19.84505135740108,231.15476771423218,15.535755990706768,0.5563879222028707,SO2.1,38.547599971913485,0.1756199235168237
146,1550,23.59804022676226,48.12381721703491,18.100331522754786,0.16652116727308974,NO2.1,17.445941227582125,0.1605308858963419
147,1550,1057.0956021161005,110.14011221887966,746.5237949017397,0.13392240893761642,CO.1,31.62744734072141,0.15777546300240305
148,1550,25.94501959910794,133.0390306010538,17.530362526415704,0.25605090535330777,O3.1,37.40304078642643,0.13800542339951033
149,1550,4.224120177966782,107.77374844330564,3.3726650782428753,0.8228916325074996,TEMP.1,33.77765491507081,0.1253448124025751
150,1550,4.917875187063653,0.3581364440249144,3.63069904759987,0.6429987416599319,PRES.1,0.17897085209622868,0.1781838835892619
