,window,rmse,mape,mae,r2,variable,smape,nrmse
0,0,0.31242454952897347,16.45535478899309,0.17046709382626138,0.8004918135324165,use [kW],7.940786880907706,0.06898794341665963
1,0,0.028265636642620554,inf,0.008658176680407454,0.8644357039299534,gen [kW],23.706665721421132,0.05289228413664026
2,0,0.06746393757007105,inf,0.012860661112884732,0.9094829763117933,Dishwasher [kW],89.8179688792347,0.04932175283527108
3,0,0.0892058119319725,87.70178700880219,0.049181751784067064,0.8154768275923192,Furnace 1 [kW],22.16346231508806,0.05838649863008312
4,0,0.11054681908286712,39.86295933570614,0.056801149743057736,0.7770206523861991,Furnace 2 [kW],14.554525336950022,0.16587413771905937
5,0,0.02060001324833293,6.664154540701473,0.00533261306587758,0.9572138195361739,Home office [kW],3.136054414133226,0.023577002784161753
6,0,0.02208979683567803,62.90337732434087,0.006846435548451767,0.9219571348166985,Fridge [kW],16.998499268711857,0.035879475079130814
7,0,0.004553012534309823,8.138431572176836,0.0009388916955581874,0.983405682406742,Wine cellar [kW],3.6405600136658904,0.038180398610564555
8,0,0.004863915903427176,9.996734948789184,0.0015417296854306085,0.2905517956507151,Garage door [kW],5.329502047380457,0.03300926978912234
9,0,0.0006985995799208602,35.906522645308684,0.00024409919646958976,-0.19100944948599952,Kitchen 12 [kW],21.407942866443307,0.024540997873575714
10,0,0.06292918121691536,inf,0.01307782950380581,0.5938645085663532,Kitchen 14 [kW],90.39457693358418,0.03941161416893719
11,0,1.018103002504098e-05,inf,9.163236670319173e-06,-0.04286170453448812,Kitchen 38 [kW],70.70008838205914,0.2036206005008196
12,0,0.039549188353858976,25.457177489400866,0.015232963490751065,0.7326756609629502,Barn [kW],11.212452825383796,0.03789083288847639
13,0,0.13034308037798403,1613.5491819494873,0.030959968326798874,0.30082029477081773,Well [kW],81.05563617490623,0.08078699262500183
14,0,0.06939389177779322,174.38350565683797,0.011613205961402239,0.26488337343589485,Microwave [kW],48.61945192376958,0.03769699870911302
15,0,0.01600625241051026,200.30420359834187,0.005152322887152376,0.9859300774583235,Living room [kW],39.020516224551585,0.046034663245643544
16,0,0.02826624281304431,inf,0.008505629828099909,0.864429889382135,Solar [kW],23.687758026586746,0.05289341843758292
17,0,0.45513190918477325,1.27418213313374,0.35684283325558613,0.998174728077839,temperature,0.6317758112492347,0.011536930524328852
18,0,0.011355403236928423,1.5909933228766442,0.008940342108408618,0.9967793398872702,humidity,0.7882032223910608,0.019921760064786704
19,0,0.17849965649104366,1.4247282533509873,0.09695133210136775,0.9935812484310531,visibility,0.7134831374979851,0.022091541644931146
20,0,0.5079345816316664,1.6392833568434424,0.36074875503721704,0.9983836482602593,apparentTemperature,0.8254882611865364,0.011396333444731128
21,0,0.31448082356929397,0.025626934141716837,0.25826425781250023,0.998654504706555,pressure,0.012812281294548271,0.01088922519284259
22,0,0.3016870721353998,1.7508092216418216,0.08060331616302333,0.9952236077654126,windSpeed,0.780181035833973,0.018796702313732074
23,0,3.1803162190232115,1.0398630666996187,1.4752747172401064,0.9983936332459051,windBearing,0.51944255812964,0.012326807050477563
24,0,0.014325734542887165,inf,0.006900151534562001,0.6090140130839856,precipIntensity,79.3091289196368,0.11036775456769773
25,0,0.4367518381264545,2.048649486353389,0.30702465877078833,0.9992063444431512,dewPoint,1.0152457879398862,0.008860860988566739
26,0,0.08804194556058033,inf,0.042391908053250764,0.8825330612630451,precipProbability,72.17354407739258,0.10869375995133373
27,16797,0.2868937441699516,151.66078973191298,0.1541870389842115,0.8064953216024189,use [kW],9.5386409577409,0.03652417509639255
28,16797,0.0072573128457779105,inf,0.004852748418591112,0.9968624382647475,gen [kW],29.319063668349287,0.015911088918348845
29,16797,0.06975084574381689,inf,0.014748104646891356,0.9138907687403697,Dishwasher [kW],91.58635391348666,0.05068119966594881
30,16797,0.07808358148861722,40.69133613876257,0.03919916720342827,0.8601917554628166,Furnace 1 [kW],10.661804344220021,0.1269273358038411
31,16797,0.1265863072697406,56.099938232058065,0.07403305248411828,0.7694133700073251,Furnace 2 [kW],18.52428931434359,0.18783209120439898
32,16797,0.012700569267264,8.024302980563501,0.004274190581261532,0.9890931582474247,Home office [kW],3.858504821572692,0.02056550320139607
33,16797,0.01949424594470124,61.54179640561763,0.007809542009062088,0.91439768602528,Fridge [kW],27.76409230775879,0.03178496035344371
34,16797,0.0037938680099141413,5.970881652140278,0.0007732600320903891,0.9880386108455501,Wine cellar [kW],2.7888184056497844,0.03202927826014471
35,16797,0.009036337648108114,38.93734512940105,0.005512322974010083,0.19351712866122428,Garage door [kW],16.272082557827382,0.03621052954561456
36,16797,0.03472254480804812,580.2909878954249,0.005654100071442542,0.4712320734815768,Kitchen 12 [kW],68.2628859326374,0.03788947190513674
37,16797,0.054743190640534206,inf,0.005612028601565801,0.5628279150536597,Kitchen 14 [kW],90.82400573305569,0.03365635952849803
38,16797,1.0056125075928872e-05,inf,8.947051543472208e-06,0.05708855115028322,Kitchen 38 [kW],61.07667429431201,0.15076649289248686
39,16797,0.11528658038351004,85.2152428199458,0.040234491498947395,0.5254594823781512,Barn [kW],34.57865097337074,0.016758516081714574
40,16797,0.11676518265949697,1242.7868381582357,0.023002099434247813,0.24297869618974866,Well [kW],81.02353149661047,0.07263850284629791
41,16797,0.07231428631730522,139.8952862575966,0.010615639575249313,0.4724327077819789,Microwave [kW],52.35921520807556,0.03920748553313013
42,16797,0.012639153828053912,109.64234554252985,0.0027146388349266752,0.9758800494426422,Living room [kW],34.997295422377064,0.03661400297813995
