dim,fs,window,rmse,mape,smape,mae,nrmse,rules
5,10,9198,5.525,2.954,1.248,1.524,0.008,8416
5,10,9855,0.657,0.321,0.159,0.201,0.003,7873
5,10,10512,3.915,3.387,1.543,1.743,0.006,8139
5,10,11169,3.737,2.336,1.397,1.056,0.062,7647
5,10,11826,3.722,1.264,0.601,0.928,0.008,7578
5,10,12483,1.041,0.392,0.199,0.313,0.003,8239
5,10,13140,2.944,0.58,0.284,0.529,0.004,7976
5,10,13797,0.619,0.235,0.116,0.144,0.001,7949
5,10,14454,14.186,4.627,1.661,2.978,0.158,8931
5,10,15111,0.536,0.155,0.079,4.255,0.001,8196
5,10,15768,2.277,1.378,0.638,0.786,0.005,7064
5,10,16425,0.047,0.006,0.003,0.004,0.0,8393
5,10,17082,3.094,0.401,0.199,12.248,0.005,7064
5,10,17739,2.595,2.146,0.99,1.123,0.007,6642
5,10,18396,5.569,3.798,1.755,3.726,0.012,7223
5,10,19053,3.247,0.461,0.209,1.014,0.004,6490
5,20,0,0.0,0.0,0.0,0.0,0.0,16554
5,20,657,0.577,0.403,0.202,0.154,0.001,15477
5,20,1314,0.289,0.066,0.034,0.042,0.0,13761
5,20,1971,0.0,0.0,0.0,0.0,0.0,16194
5,20,2628,0.044,0.004,0.002,0.003,0.0,16476
5,20,3285,0.052,0.011,0.006,0.006,0.0,14384
5,20,3942,0.0,0.0,0.0,0.0,0.0,16749
5,20,4599,8.788,2.302,0.703,1.157,0.013,15440
5,20,5256,2.627,0.301,0.167,0.303,0.005,16126
5,20,5913,1.543,0.524,0.191,11.716,0.002,17485
5,20,6570,0.018,0.003,0.001,0.001,0.0,17552
5,20,7227,0.576,0.232,0.113,0.108,0.001,16217
5,20,7884,0.126,0.02,0.01,0.01,0.0,15691
5,20,8541,0.008,0.001,0.001,0.001,0.0,15471
5,20,9198,0.171,0.029,0.014,0.018,0.0,15559
5,20,9855,0.074,0.012,0.006,0.006,0.0,16609
5,20,10512,0.251,0.124,0.062,0.064,0.0,15234
5,20,11169,0.0,0.0,0.0,0.0,0.0,15577
5,20,11826,0.097,0.027,0.013,0.009,0.0,15285
5,20,12483,0.0,0.0,0.0,0.0,0.0,16066
5,20,13140,0.942,0.141,0.077,0.088,0.001,16050
5,20,13797,0.0,0.0,0.0,0.0,0.0,15005
5,20,14454,0.112,0.018,0.009,0.015,0.001,17094
5,20,15111,0.0,0.0,0.0,4.147,0.0,15993
5,20,15768,0.075,0.02,0.01,0.013,0.0,14131
5,20,16425,0.0,0.0,0.0,0.0,0.0,16214
5,20,17082,0.0,0.0,0.0,11.608,0.0,14452
5,20,17739,0.593,0.242,0.105,0.071,0.002,13608
5,20,18396,0.643,0.235,0.117,0.191,0.001,15144
5,20,19053,0.0,0.0,0.0,0.0,0.0,13639
5,30,0,0.0,0.0,0.0,0.0,0.0,21554
5,30,657,0.148,0.064,0.032,0.027,0.0,20426
5,30,1314,0.05,0.006,0.003,0.004,0.0,19056
5,30,1971,0.0,0.0,0.0,0.0,0.0,19970
5,30,2628,0.0,0.0,0.0,0.0,0.0,21325
5,30,3285,0.0,0.0,0.0,0.0,0.0,18653
5,30,3942,0.0,0.0,0.0,0.0,0.0,21292
5,30,4599,0.0,0.0,0.0,0.0,0.0,19568
5,30,5256,0.375,0.04,0.02,0.043,0.001,20546
5,30,5913,0.877,0.506,0.182,11.62,0.001,21973
5,30,6570,0.0,0.0,0.0,0.0,0.0,21529
5,30,7227,0.006,0.001,0.001,0.001,0.0,21561
5,30,7884,0.0,0.0,0.0,0.0,0.0,20840
5,30,8541,0.0,0.0,0.0,0.0,0.0,20534
5,30,9198,0.0,0.0,0.0,0.0,0.0,19966
5,30,9855,0.0,0.0,0.0,0.0,0.0,20995
5,30,10512,0.008,0.002,0.001,0.001,0.0,19493
5,30,11169,0.0,0.0,0.0,0.0,0.0,21676
5,30,11826,0.074,0.016,0.008,0.008,0.0,19888
5,30,12483,0.0,0.0,0.0,0.0,0.0,20056
5,30,13140,0.027,0.004,0.002,0.003,0.0,21412
5,30,13797,0.0,0.0,0.0,0.0,0.0,19739
5,30,14454,0.0,0.0,0.0,0.0,0.0,21611
5,30,15111,0.0,0.0,0.0,4.147,0.0,20386
5,30,15768,0.0,0.0,0.0,0.0,0.0,18177
5,30,16425,0.0,0.0,0.0,0.0,0.0,19853
5,30,17082,0.0,0.0,0.0,11.608,0.0,20671
5,30,17739,0.547,0.213,0.091,0.043,0.002,18082
5,30,18396,0.009,0.001,0.001,0.001,0.0,19843
5,30,19053,0.0,0.0,0.0,0.0,0.0,18726
5,40,0,0.0,0.0,0.0,0.0,0.0,24384
5,40,657,0.0,0.0,0.0,0.0,0.0,22649
5,40,1314,0.0,0.0,0.0,0.0,0.0,22136
5,40,1971,0.0,0.0,0.0,0.0,0.0,23925
5,40,2628,0.0,0.0,0.0,0.0,0.0,23266
5,40,3285,0.0,0.0,0.0,0.0,0.0,21785
5,40,3942,0.0,0.0,0.0,0.0,0.0,23971
5,40,4599,0.0,0.0,0.0,0.0,0.0,23274
5,40,5256,0.031,0.002,0.001,0.002,0.0,23505
5,40,5913,0.682,0.501,0.179,11.592,0.001,25530
5,40,6570,0.0,0.0,0.0,0.0,0.0,24891
5,40,7227,0.0,0.0,0.0,0.0,0.0,24193
5,40,7884,0.0,0.0,0.0,0.0,0.0,23334
5,40,8541,0.0,0.0,0.0,0.0,0.0,23456
5,40,9198,0.0,0.0,0.0,0.0,0.0,22287
5,40,9855,0.0,0.0,0.0,0.0,0.0,24603
5,40,10512,0.0,0.0,0.0,0.0,0.0,22837
5,40,11169,0.0,0.0,0.0,0.0,0.0,24793
5,40,11826,0.003,0.0,0.0,0.0,0.0,23432
5,40,12483,0.0,0.0,0.0,0.0,0.0,23635
5,40,13140,0.0,0.0,0.0,0.0,0.0,23702
5,40,13797,0.0,0.0,0.0,0.0,0.0,23027
5,40,14454,0.0,0.0,0.0,0.0,0.0,24468
5,40,15111,0.0,0.0,0.0,4.147,0.0,24281
5,40,15768,0.0,0.0,0.0,0.0,0.0,21895
5,40,16425,0.0,0.0,0.0,0.0,0.0,23330
5,40,17082,0.0,0.0,0.0,11.608,0.0,22977
5,40,17739,0.547,0.213,0.091,0.043,0.002,21545
5,40,18396,0.0,0.0,0.0,0.0,0.0,22766
5,40,19053,0.0,0.0,0.0,0.0,0.0,21199
5,50,0,0.0,0.0,0.0,0.0,0.0,26231
5,50,657,0.0,0.0,0.0,0.0,0.0,24460
5,50,1314,0.0,0.0,0.0,0.0,0.0,24015
5,50,1971,0.0,0.0,0.0,0.0,0.0,26170
5,50,2628,0.0,0.0,0.0,0.0,0.0,25930
5,50,3285,0.0,0.0,0.0,0.0,0.0,24984
5,50,3942,0.0,0.0,0.0,0.0,0.0,25894
5,50,4599,0.0,0.0,0.0,0.0,0.0,25414
5,50,5256,0.129,0.009,0.005,0.01,0.0,25384
5,50,5913,0.633,0.498,0.178,11.576,0.001,26549
5,50,6570,0.0,0.0,0.0,0.0,0.0,26649
5,50,7227,0.0,0.0,0.0,0.0,0.0,26777
5,50,7884,0.0,0.0,0.0,0.0,0.0,25701
5,50,8541,0.0,0.0,0.0,0.0,0.0,25132
5,50,9198,0.0,0.0,0.0,0.0,0.0,25886
5,50,9855,0.0,0.0,0.0,0.0,0.0,26757
5,50,10512,0.0,0.0,0.0,0.0,0.0,24524
5,50,11169,0.0,0.0,0.0,0.0,0.0,27188
5,50,11826,0.0,0.0,0.0,0.0,0.0,24870
5,50,12483,0.0,0.0,0.0,0.0,0.0,25826
5,50,13140,0.0,0.0,0.0,0.0,0.0,26418
5,50,13797,0.0,0.0,0.0,0.0,0.0,25346
5,50,14454,0.0,0.0,0.0,0.0,0.0,25639
5,50,15111,0.0,0.0,0.0,4.147,0.0,26976
5,50,15768,0.0,0.0,0.0,0.0,0.0,24117
5,50,16425,0.0,0.0,0.0,0.0,0.0,24631
5,50,17082,0.0,0.0,0.0,11.608,0.0,25808
5,50,17739,0.547,0.213,0.091,0.043,0.002,24603
5,50,18396,0.0,0.0,0.0,0.0,0.0,25292
5,50,19053,0.0,0.0,0.0,0.0,0.0,23864
