dim,fs,window,rmse,mape,smape,mae,nrmse,rules
5,10,25185,0.033,8.736,2.653,0.015,0.008,12960
5,10,26864,0.081,7.483,2.904,0.056,0.007,18346
5,10,28543,0.114,19.441,4.972,0.054,0.01,19550
5,10,30222,0.049,3.018,1.289,0.015,0.006,13988
5,10,31901,0.235,380.085,7.325,0.086,0.021,20416
5,10,33580,0.162,17.607,6.401,0.076,0.028,14521
5,10,35259,0.145,13.011,4.779,0.065,0.021,17299
5,10,36938,0.037,2.759,1.285,0.033,0.004,14528
5,10,38617,0.045,5.178,2.437,0.023,0.016,24176
5,10,40296,0.064,5.257,2.314,0.038,0.012,15406
5,10,41975,0.057,8.252,3.494,0.03,0.014,17156
5,10,43654,0.082,4.552,1.911,0.026,0.031,14893
5,10,45333,0.094,16.994,4.578,0.046,0.029,16995
5,10,47012,0.061,5.968,2.309,0.024,0.021,18889
5,10,48691,0.098,6.418,2.993,0.037,0.028,23815
5,20,0,0.005,0.146,0.073,0.001,0.001,43391
5,20,1679,0.0,0.02,0.01,0.0,0.0,46914
5,20,3358,0.02,0.594,0.246,0.002,0.007,42155
5,20,5037,0.01,0.177,0.087,0.002,0.002,43134
5,20,6716,0.013,0.784,0.353,0.003,0.004,39164
5,20,8395,0.015,0.999,0.465,0.004,0.006,36444
5,20,10074,0.002,0.089,0.045,0.001,0.0,39114
5,20,11753,0.01,0.377,0.19,0.002,0.003,42081
5,20,13432,0.038,5.983,1.459,0.007,0.009,44322
5,20,15111,0.003,0.103,0.052,0.013,0.001,33284
5,20,16790,0.041,2.158,0.898,0.009,0.006,33956
5,20,18469,0.009,0.419,0.195,0.002,0.001,29174
5,20,20148,0.002,0.459,0.162,0.0,0.001,36467
5,20,21827,0.014,1.444,0.493,0.002,0.006,38082
5,20,23506,0.0,0.047,0.024,0.0,0.0,35715
5,20,25185,0.006,0.259,0.131,0.001,0.001,29741
5,20,26864,0.007,0.16,0.082,0.026,0.001,36764
5,20,28543,0.004,0.282,0.13,0.001,0.0,38880
5,20,30222,0.011,0.394,0.21,0.002,0.001,30998
5,20,31901,0.061,5.537,1.608,0.013,0.005,40042
5,20,33580,0.017,0.769,0.358,0.004,0.003,31121
5,20,35259,0.007,0.294,0.144,0.002,0.001,38026
5,20,36938,0.01,0.169,0.084,0.022,0.001,29407
5,20,38617,0.007,0.46,0.227,0.002,0.003,44595
5,20,40296,0.006,0.314,0.151,0.012,0.001,29497
5,20,41975,0.005,0.282,0.135,0.001,0.001,36187
5,20,43654,0.016,0.263,0.121,0.002,0.006,31639
5,20,45333,0.025,1.678,0.742,0.007,0.008,34894
5,20,47012,0.002,1.512,0.206,0.0,0.001,38000
5,20,48691,0.008,0.194,0.096,0.001,0.002,46541
5,30,0,0.001,0.027,0.013,0.0,0.0,56027
5,30,1679,0.0,0.022,0.011,0.0,0.0,61906
5,30,3358,0.003,0.065,0.031,0.0,0.001,56256
5,30,5037,0.001,0.019,0.009,0.0,0.0,55966
5,30,6716,0.003,0.319,0.13,0.0,0.001,53306
5,30,8395,0.015,0.776,0.339,0.002,0.006,50061
5,30,10074,0.0,0.025,0.012,0.0,0.0,52195
5,30,11753,0.001,0.04,0.02,0.0,0.0,55015
5,30,13432,0.006,0.251,0.118,0.001,0.001,57366
5,30,15111,0.0,0.039,0.019,0.012,0.0,43748
5,30,16790,0.011,0.26,0.125,0.001,0.002,45245
5,30,18469,0.001,0.047,0.023,0.0,0.0,40538
5,30,20148,0.0,0.396,0.133,0.0,0.0,47828
5,30,21827,0.001,0.95,0.283,0.0,0.0,48860
5,30,23506,0.0,0.047,0.024,0.0,0.0,44549
5,30,25185,0.001,0.045,0.022,0.0,0.0,40812
5,30,26864,0.012,0.03,0.015,0.001,0.001,46914
5,30,28543,0.001,0.042,0.021,0.0,0.0,49343
5,30,30222,0.002,0.052,0.026,0.0,0.0,40256
5,30,31901,0.004,2.065,0.392,0.001,0.0,51123
5,30,33580,0.012,0.265,0.123,0.001,0.002,43571
5,30,35259,0.002,0.033,0.016,0.0,0.0,49656
5,30,36938,0.005,0.05,0.025,0.021,0.001,39106
5,30,38617,0.001,0.059,0.03,0.0,0.0,52448
5,30,40296,0.0,0.031,0.016,0.011,0.0,39962
5,30,41975,0.0,0.027,0.013,0.0,0.0,45871
5,30,43654,0.0,0.031,0.016,0.0,0.0,42047
5,30,45333,0.005,0.145,0.071,0.001,0.001,45836
5,30,47012,0.001,1.488,0.194,0.0,0.0,48528
5,30,48691,0.002,0.046,0.023,0.0,0.001,58798
5,40,0,0.0,0.018,0.009,0.0,0.0,62838
5,40,1679,0.0,0.022,0.011,0.0,0.0,68576
5,40,3358,0.0,0.032,0.016,0.0,0.0,63208
5,40,5037,0.0,0.015,0.007,0.0,0.0,63562
5,40,6716,0.001,0.273,0.108,0.0,0.0,61659
5,40,8395,0.003,0.196,0.097,0.001,0.001,58861
5,40,10074,0.0,0.03,0.015,0.0,0.0,58981
5,40,11753,0.001,0.033,0.017,0.0,0.0,61698
5,40,13432,0.0,0.047,0.024,0.0,0.0,64354
5,40,15111,0.0,0.032,0.016,0.012,0.0,50978
5,40,16790,0.008,0.187,0.09,0.001,0.001,54006
5,40,18469,0.0,0.031,0.015,0.0,0.0,46033
5,40,20148,0.0,0.386,0.128,0.0,0.0,54321
5,40,21827,0.0,0.939,0.277,0.0,0.0,55564
5,40,23506,0.0,0.042,0.021,0.0,0.0,49903
5,40,25185,0.0,0.034,0.017,0.0,0.0,48787
5,40,26864,0.0,0.025,0.012,0.025,0.0,52520
5,40,28543,0.001,0.03,0.015,0.0,0.0,54141
5,40,30222,0.001,0.026,0.013,0.0,0.0,45337
5,40,31901,0.0,1.913,0.319,0.0,0.0,57877
5,40,33580,0.005,0.093,0.044,0.0,0.001,49110
5,40,35259,0.0,0.025,0.013,0.0,0.0,55868
5,40,36938,0.003,0.033,0.017,0.021,0.0,45389
5,40,38617,0.001,0.042,0.021,0.0,0.0,57973
5,40,40296,0.0,0.022,0.011,0.011,0.0,46417
5,40,41975,0.0,0.036,0.018,0.0,0.0,52741
5,40,43654,0.0,0.034,0.017,0.0,0.0,48519
5,40,45333,0.005,0.128,0.061,0.001,0.002,52417
5,40,47012,0.0,1.485,0.192,0.0,0.0,55228
5,40,48691,0.0,0.029,0.015,0.0,0.0,64799
5,50,0,0.0,0.016,0.008,0.0,0.0,67707
5,50,1679,0.0,0.022,0.011,0.0,0.0,71685
5,50,3358,0.0,0.03,0.015,0.0,0.0,67611
5,50,5037,0.0,0.013,0.007,0.0,0.0,67835
5,50,6716,0.0,0.264,0.103,0.0,0.0,66278
5,50,8395,0.002,0.126,0.062,0.0,0.001,64101
5,50,10074,0.0,0.03,0.015,0.0,0.0,64250
5,50,11753,0.0,0.021,0.01,0.0,0.0,65508
5,50,13432,0.0,0.046,0.023,0.0,0.0,67544
5,50,15111,0.0,0.036,0.018,0.012,0.0,56132
5,50,16790,0.006,0.115,0.056,0.001,0.001,57400
5,50,18469,0.0,0.031,0.016,0.0,0.0,51759
5,50,20148,0.0,0.379,0.125,0.0,0.0,59433
5,50,21827,0.0,0.939,0.277,0.0,0.0,59846
5,50,23506,0.0,0.047,0.024,0.0,0.0,54897
5,50,25185,0.0,0.035,0.017,0.0,0.0,53930
5,50,26864,0.0,0.023,0.011,0.025,0.0,56586
5,50,28543,0.0,0.028,0.014,0.0,0.0,57737
5,50,30222,0.0,0.02,0.01,0.0,0.0,49658
5,50,31901,0.0,1.909,0.318,0.0,0.0,61121
5,50,33580,0.0,0.029,0.014,0.0,0.0,55821
5,50,35259,0.0,0.026,0.013,0.0,0.0,60344
5,50,36938,0.002,0.035,0.018,0.021,0.0,50394
5,50,38617,0.0,0.035,0.017,0.0,0.0,59782
5,50,40296,0.0,0.02,0.01,0.011,0.0,52364
5,50,41975,0.0,0.029,0.014,0.0,0.0,57122
5,50,43654,0.0,0.036,0.018,0.0,0.0,53234
5,50,45333,0.002,0.064,0.032,0.0,0.001,55721
5,50,47012,0.0,1.483,0.192,0.0,0.0,59028
5,50,48691,0.0,0.027,0.014,0.0,0.0,68169
