dim,fs,window,rmse,nrmse,mape,smape,mae
2,50,15111,0.1308956523381061,0.021603151018815683,16.987983929174348,7.568300494061667,0.10133761322628788
2,50,16790,0.10366331427941516,0.017449190512091182,6.184564012594602,3.108642245570748,0.04251296827785559
2,50,18469,0.15495741857471818,0.059084667545754165,28.924210883468042,10.643689292185567,0.10763668426510996
2,50,20148,0.04391790350625286,0.012109437790377847,10.74890128218455,4.87118137443154,0.02933317299205644
2,50,21827,0.1401059453784532,0.045787503605973424,26.892118700216194,10.581956853554676,0.08528529981985458
2,50,23506,0.15615474789633377,0.06407838315380594,118.62759433632573,15.551748902646633,0.10795084643028698
2,50,25185,0.11691342461398202,0.020330589114884227,20.708024269039324,8.23853786666356,0.099840952310293
2,50,26864,0.24418852150954679,0.022835513745462287,26.300218855203926,10.796904777464208,0.14444433059983447
2,50,28543,0.1837855300619418,0.01649866734556234,728.903147127574,13.601421058437799,0.11121791979313247
2,50,30222,0.7289511815625362,0.08401362074240365,87.44968751019985,24.130873769350362,0.5054839131581842
2,50,31901,1.35170426804204,0.12142837737329654,470.3910319533803,34.791193398960694,0.9293882450669997
2,50,33580,0.12197344131140819,0.01843882489645622,21.09961382198914,9.400941424895391,0.08692259932766726
2,50,35259,0.32317861461250996,0.04633451585148317,57.10542600301033,18.436663792618603,0.24486668689797222
2,50,36938,0.053192334461508055,0.011543600616653403,191.7454931274301,5.507951392996001,0.09950152241029223
2,50,38617,0.10242349213336968,0.036061223871473085,15.011394880981932,5.878646780738427,0.0634648778666754
2,50,40296,0.17907930727985477,0.030538502789003292,13.800431831558136,7.066293498859171,0.0968520873577551
2,50,41975,0.2291266463416908,0.042926234473708635,50.682023615058526,17.62796916744648,0.1820907652706171
2,50,43654,0.4147059734604601,0.18783674855533114,134.82640599509762,18.074758338119036,0.22320447792068787
2,50,45333,0.27403449710228045,0.07306385094306958,30.105198675892336,12.660109034449762,0.1800507527288997
2,50,47012,0.4433198037235376,0.15255152055185925,36.48046114968619,13.502939395247381,0.23164140771130437
2,50,48691,0.2559306663060653,0.0727554592265697,29.452160261882238,11.004942590546282,0.1753457284244905
3,10,0,0.36876043035085376,0.09158981268278918,38.00357776441819,14.480176820905102,0.2871578210195274
3,10,1679,0.44391982455408363,0.09444499809673501,1154.0169898792267,21.007092816684537,0.37721958414272755
3,10,3358,0.3251389224007477,0.1178267258694792,158.43105254351832,21.890756701154533,0.2710512968867384
3,10,5037,0.43905968350550095,0.09193394851842937,54.69874232566914,15.627256703366706,0.3606422551415301
3,10,6716,0.4150663766726951,0.08145610609548616,267.4894109716116,24.473323961481494,0.3491140667392201
3,10,8395,0.26956228199032445,0.10648322417156801,272.9007360673452,23.488251587351776,0.21917247243554927
3,10,10074,0.2369680131180134,0.04681697355968365,166.1490131300215,16.34624986356097,0.19599975855141005
3,10,11753,0.26565294058030053,0.04728757742987203,48.46306179156812,18.516227328468503,0.2515694905202511
3,10,13432,0.4727474789715708,0.10564189474225047,1803.473212824949,32.62902330013415,0.4155426497366388
3,10,15111,0.21616611356050858,0.03567627429164539,53.41903965752904,14.474363635372756,0.17563231115341874
3,10,16790,0.3641549832804535,0.06129660934880791,69.07248000097596,20.03737084418687,0.27880956211651275
3,10,18469,0.2670783304037632,0.10183593987126496,240.7507428994846,23.133684289215182,0.22250599376595268
3,10,20148,0.12544842706401418,0.03458976413152662,117.58349994096287,18.39575441903067,0.0985906532273102
3,10,21827,0.2495647273259001,0.08155932156549131,280.45737391366737,24.208032006532058,0.198308312402298
3,10,23506,0.23305219418981768,0.09563338928409834,361.73423374600884,22.99621666631638,0.1845885323213068
3,10,25185,0.18477031507855515,0.03213052195582126,122.80865749772438,15.234492468179878,0.1602990339898742
3,10,26864,0.341843970279789,0.03196785268148787,115.46455638763015,19.787867762917667,0.28498098382025533
3,10,28543,0.5552259565608005,0.04984336011562449,4785.7332147858,26.17522333061285,0.4635222327462078
3,10,30222,0.7164616743458738,0.08257417081886968,91.90372253925561,25.237618789652462,0.556369234178977
3,10,31901,1.9421451624596522,0.17446977218062484,1583.1103587115979,55.55819997730822,1.644878249228358
3,10,33580,0.44967769221824894,0.06797814456579836,148.2067575771781,30.08102653914864,0.3961200483209354
3,10,35259,0.5226877543912047,0.07493838684299485,96.93550170510915,24.116203519165417,0.38086338572627537
3,10,36938,0.20954998751675513,0.045475751151109516,785.3203014667305,16.53299910147796,0.2377460475052045
3,10,38617,0.19653824352186444,0.06919710948460195,593.2430264423442,17.68541582529701,0.15861054139588765
3,10,40296,0.24708477218611494,0.04213551592945403,26.35863870224451,14.524605556699822,0.19675759300669965
3,10,41975,0.2852247199575887,0.053436051206103403,67.55315373804272,21.582535555329343,0.23880654806031062
3,10,43654,0.3240523261778332,0.14677612382364036,234.9370638534008,23.774158673105745,0.27319710667122865
3,10,45333,0.30011756701826425,0.08001819265052187,53.57087539918373,14.061883893264875,0.23494234254938404
3,10,47012,0.3479760207183313,0.11974261160972417,92.71545453019195,22.07479740936858,0.29975096021054043
3,10,48691,0.2590664445956292,0.07364689202273604,46.42966187280347,15.914897525656205,0.2121944877053218
3,20,0,0.31882835003713506,0.07918807565681737,32.679011112539605,11.909158385517106,0.22097452783672963
3,20,1679,0.41911669228770965,0.08916807273742305,54.57225921022047,18.615406307710046,0.3453336164800101
3,20,3358,0.206092565897761,0.07468565155617685,34.34105948972841,13.88827396786351,0.1589892439887374
3,20,5037,0.3238478064243653,0.06780993264040117,21.778336918821452,10.214770869205378,0.25125246132212736
3,20,6716,0.26095734323973807,0.05121245716825286,42.37653288332235,15.77052579688551,0.21317759989816273
3,20,8395,0.16335376488776698,0.06452844751640015,72.28065090229275,16.66255711890127,0.13828958367700478
3,20,10074,0.17250946391606833,0.034082114732217575,35.01290281470656,10.979592008680731,0.12533576358300666
3,20,11753,0.18100247786645152,0.032219363611829824,30.407981831344138,12.619238097953216,0.1679690647607057
3,20,13432,0.48651948566007935,0.10871943813633059,3015.3399635260757,30.281147444076773,0.3891944350765178
3,20,15111,0.13243789794882369,0.02185768479622777,45.34413850023222,12.583960317235125,0.130521356092542
3,20,16790,0.21416612741115987,0.03604964383408874,45.5003503839861,14.333191600894294,0.16578605242124234
3,20,18469,0.2313649190145122,0.0882185535062412,240.5373939406471,22.111000260270366,0.19141167712895316
3,20,20148,0.09410459470456502,0.0259473618817302,64.07729070509707,13.893968831928449,0.07641520076355905
3,20,21827,0.13915358131670844,0.045476265044372424,176.00015100438782,17.155065517480285,0.11284455530359777
3,20,23506,0.14937755898194421,0.061297351428467185,234.56488950370874,18.593395857250357,0.12156748359319074
3,20,25185,0.13542396175900076,0.023549467752933907,70.67837357917563,12.40310463547965,0.12137420706980412
3,20,26864,0.2191868738657921,0.02049746171542105,50.78696269702613,9.54937351646116,0.114211425640866
3,20,28543,0.3178034054953375,0.02852962726057517,2711.295544312817,15.982161669146791,0.20441918823030217
3,20,30222,0.6986697185580031,0.08052359917067825,99.14860600168235,24.734056609936854,0.4992089706123211
3,20,31901,1.6567409606615342,0.1488309028367659,868.8534251864038,53.77796963256447,1.4750805254476682
3,20,33580,0.3051149582387392,0.04612447781882389,90.89381111253311,19.59859786792037,0.2250474795887661
3,20,35259,0.21891061901835535,0.03138548495582092,47.92601997538476,13.51043177357413,0.156733429140948
3,20,36938,0.08533602954295068,0.018519304580768167,32.960258367350825,8.785110286600982,0.13295752059738647
3,20,38617,0.15626926416056044,0.05501922265827881,125.55773462400184,15.37149178619267,0.12988820109337532
3,20,40296,0.16818105422638743,0.028680017091666583,20.338783334053247,10.925255272407814,0.13406343148769775
3,20,41975,0.24798443360455402,0.04645918801981782,64.24094436382111,19.496895236193627,0.20837861408637853
3,20,43654,0.1663124088479647,0.07532947225652897,89.86760329819568,16.54428483123063,0.14425333332889517
3,20,45333,0.2220827076382597,0.059212318228163974,42.48043805638414,12.894517227716864,0.16292810963140514
3,20,47012,0.23896020656514183,0.08222899711836919,43.42127969444166,15.701855455880706,0.19929335781453322
3,20,48691,0.32633080257902664,0.09276866951543379,64.788772882721,19.23404891151369,0.26598215146383963
3,30,0,0.18135962194255315,0.04504467517335255,19.093500311990123,7.592059770042596,0.11811907970989287
3,30,1679,0.3020863816627346,0.0642695959114811,28.448422684724516,11.446528995023105,0.2277391713566662
3,30,3358,0.266254779043656,0.0964877678445042,43.062602784005136,15.437866910030811,0.20001303104220397
3,30,5037,0.2167921348896515,0.045393730549381915,13.339552197231509,6.407970926662826,0.14363527355580968
3,30,6716,0.274795957962882,0.05392826295849605,45.725110173061076,16.12386072646612,0.20778322076545666
3,30,8395,0.062144331403480794,0.024548422438665136,4.238180295476343,1.8695032694417986,0.021927803436496605
3,30,10074,0.20042456148982085,0.03959720669686812,24.205166740164202,9.651887453547243,0.13181462217787832
3,30,11753,0.1734169525787844,0.03086910144795822,24.77198762786432,10.057351711378868,0.1390631761843255
3,30,13432,0.22544148901699687,0.05037798637251327,59.204324000757204,16.571317512237975,0.16862289539421307
3,30,15111,0.10757650743340276,0.01775453572864002,21.58057481827741,8.147258307502808,0.0940856971067664
3,30,16790,0.041708722107618904,0.007020646051408665,2.646451757010328,1.2326562525328213,0.01691397012902246
3,30,18469,0.12663882247156644,0.04828689579976693,41.005121966334485,12.461338153050484,0.09422813028718272
3,30,20148,0.033384434482414585,0.009205055347739596,7.453954518255366,3.3579859190916066,0.019676144124387656
3,30,21827,0.09846576800660271,0.032179231905462194,20.121170185163447,8.108130644625852,0.0614182575127466
3,30,23506,0.14104242566058206,0.05787701439869673,66.11825071088734,14.142590264665506,0.0922971749859883
3,30,25185,0.07003924412611336,0.012179431908239443,20.011746086602216,5.983591273632652,0.06745767799647312
3,30,26864,0.21240353582529947,0.019863111631698006,61.42896876626253,13.002391748308803,0.15038534639300974
3,30,28543,0.1943883263250424,0.017450494229967826,1854.4118068983012,13.868467889662442,0.12083231445416445
3,30,30222,0.46270530924713443,0.05332805453893131,49.42786170308743,17.004657126022675,0.3142291045046882
3,30,31901,0.9761125203294704,0.08768764165334435,2594.2940011691503,32.77948147079171,0.6488842905415528
3,30,33580,0.4775699523300665,0.07219464034257293,68.57979975255165,18.07218501882568,0.2540913811828813
3,30,35259,0.14796885221131298,0.021214476510245734,28.629407769322718,10.427986883023795,0.11048098458846684
3,30,36938,0.04879841859701789,0.010590049500758012,12.430567205801806,4.10269284227095,0.0941638991605209
3,30,38617,0.1342653918937332,0.047272107740344516,16.460893610990354,6.481499166469964,0.07229387573996914
3,30,40296,0.08366699977702542,0.0142677841725472,10.164571174765959,5.260038078205907,0.06080502699107838
3,30,41975,0.1545783566951462,0.02895982152229082,33.71593873408869,12.868015061812107,0.12111650312103685
3,30,43654,0.2180683131710485,0.09877176971240532,66.8156393439491,16.74460777107775,0.16672013423037677
3,30,45333,0.2980146083619041,0.07945749587901142,44.34708709916321,14.516073647228506,0.2039124158853955
3,30,47012,0.19403691055261219,0.06677036644734596,32.21457702816997,12.590844950343449,0.1554606462955142
3,30,48691,0.23215752566197354,0.0659972782325411,24.74862171237869,9.13303579689306,0.14461592091053288
3,40,0,0.16244999577750044,0.04034805108949703,13.668914819099797,5.270554116078637,0.08436218091902727
3,40,1679,0.20974860523869443,0.044624514443481145,20.882596662799138,7.4844028239727916,0.14135035802632182
3,40,3358,0.19905008032168087,0.0721335331838652,33.61745359248102,11.857312716682907,0.1355320119838334
3,40,5037,0.2174822542361013,0.045538233446941384,11.715075971060662,5.879059951592888,0.13087467909443887
3,40,6716,0.09033761686847336,0.01772861141642029,8.073123626281866,3.3170897424447556,0.04388864383290231
3,40,8395,0.10364899678492674,0.04094370799325567,7.067949713964651,3.6849671515108837,0.04638937118284498
3,40,10074,0.24427251680745313,0.0482600997926103,17.804806103624532,6.3782108643207085,0.10819177723783022
3,40,11753,0.09706048772939191,0.017277261523470287,8.973978740889207,3.901198071949356,0.06302929439519178
3,40,13432,0.24917205898054112,0.055680907034757796,45.98615351725821,13.360220084812372,0.16080482804660362
3,40,15111,0.07137243035506652,0.011779378184064715,9.416215539158385,4.464827804235897,0.06783070042099894
3,40,16790,0.1254322327499398,0.021113456971974122,8.293646968793862,2.7651625487795486,0.03579025597622854
3,40,18469,0.022262685436603494,0.008488676307311881,1.5075906189333794,0.7163879960318766,0.007688441836645207
3,40,20148,0.025347189921133807,0.006988954276179446,7.633392975409088,2.926881166665379,0.01274998972218994
3,40,21827,0.07868863698360173,0.025715941175112292,16.333721552476867,6.972817607081787,0.04717804029252947
3,40,23506,0.44799748928056243,0.18383657978251544,102.53138522151684,20.40863803436564,0.2261975448946934
3,40,25185,0.1841475815375666,0.03202223208413461,13.644477165528752,4.800047039601203,0.08244700588106821
3,40,26864,0.10120314604356626,0.00946410510320213,18.611919587695002,6.323737635484291,0.06418817439824395
3,40,28543,0.31804165711119065,0.02855101541966027,88.08382808612166,10.655105678294717,0.11146044479186586
3,40,30222,0.46895214373820027,0.054048019328134335,50.81890533326897,16.709880005169648,0.29845394122716545
3,40,31901,0.319876076879564,0.02873559986037809,32.084032173278295,6.5588428515046555,0.10872674867571264
3,40,33580,0.10112313640889996,0.015286867248942395,15.712310738372384,6.2789242587868195,0.052894191479387544
3,40,35259,0.10034387627425151,0.01438642507767158,15.703251164346483,6.773125580038633,0.07129261223329059
3,40,36938,0.01376460806611771,0.0029871435380413648,5.483019569664015,1.0024523597968826,0.0699936050165109
3,40,38617,0.02459542804497079,0.008659548883467847,3.9512126490186734,1.0266925560902382,0.007583980581002128
3,40,40296,0.08725231218902027,0.014879189670794121,10.280035800117725,4.9601196914891466,0.055954665771505346
3,40,41975,0.08522025710321793,0.015965776118710816,9.47316699795878,4.147868442836417,0.045125095849301786
3,40,43654,0.21460526389090637,0.09720321763334829,38.403918242836504,12.173929985087545,0.12919447257714697
3,40,45333,0.13048772512321324,0.03479100550885843,14.86969764716632,6.368649924312539,0.08370704202373684
3,40,47012,0.2061901788458617,0.07095244796555872,29.12709974725197,11.011394294635817,0.13698510205567102
3,40,48691,0.3564727058684579,0.10133734964836812,44.415894986885036,15.204049443314712,0.25061281197015856
3,50,0,0.12361829950350273,0.03070334006530571,8.694348573250327,4.112859812374829,0.06183188823042348
3,50,1679,0.14346888332157057,0.030523346025055968,19.478029639327342,5.128269981486784,0.07492668015393573
3,50,3358,0.17515827849590082,0.06347541017764946,22.689496768900337,9.3042838381024,0.1132359323752583
3,50,5037,0.15616501233362987,0.032699122109397544,6.160861469385266,3.4371170659964103,0.07714538456464282
3,50,6716,0.016248064381421082,0.003188656394451792,1.773557374922851,0.45432051922906846,0.004840784409931445
3,50,8395,0.12053939420802734,0.047615798620591475,11.152620325293785,4.211189106027516,0.049381221280239807
3,50,10074,0.053658920147855456,0.010601212428414294,3.9812693143566933,1.7430025214311977,0.020755864734565397
3,50,11753,0.13188221793731408,0.023475706983370984,15.8884145431043,6.64693841351633,0.09530690301444174
