,window,rmse,mape,mae,r2,smape,nrmse
0,0,0.34678743749456803,24.813318062889312,0.23523331111258175,0.7372326983682692,11.23268016326238,0.08613233369603157
1,1680,0.3209652435645938,60.955431410561935,0.1889679939452144,0.780456178479076,11.061625770629293,0.06828611866574343
2,3360,0.1955226955412134,69.55848549316079,0.12572540291799608,0.8017525797682198,10.903710127827814,0.07085524820802942
3,5040,0.2754796579170069,15.39784552060448,0.15720309840169044,0.857607666674639,6.703866897569253,0.05768220959531425
4,6720,0.3282658145966598,102.6957459638607,0.25391696397722735,0.6782537751080093,18.909266427594165,0.06442163596978666
5,8400,0.15913369414558973,89.99393224749112,0.09922158383385506,0.837281161972919,13.11626572890322,0.0628614237193718
6,10080,0.2811881668366036,50.27368203534975,0.16390538928546622,0.8170891919434098,13.494184405300619,0.05555340064200622
7,11760,0.30860032667772364,17.681442258665403,0.13361491371568268,0.5671859391991181,8.316099470758541,0.05493243105376263
8,13440,0.293963356873246,181.49941901123395,0.1870460268373678,0.7112309099888608,16.61616028356242,0.06569013561413319
9,15120,0.38583935725817237,34.76513898014893,0.18609038290215982,0.6929059494644676,16.001607457702647,0.0636793182581856
10,16800,0.3401156254059215,28.141276043595038,0.15807535160725772,0.6156331527976102,9.29063194008699,0.05725016979343723
11,18480,0.18579794352442439,101.98951974112127,0.12482410349236427,0.8096222859879173,13.891208621860528,0.07084404105849301
12,20160,0.21526336298917229,54.69158818362728,0.1344629186048897,0.539058925202117,23.712824798179756,0.05935434286597429
13,21840,0.18190543402470888,65.53138188432153,0.09155318466544415,0.6581056273496728,12.359370130352918,0.05944783923233446
14,23520,0.19407889764272457,100.68159653115609,0.1114403137710175,0.694700691256717,14.74818000891239,0.07964062657559944
15,25200,0.4596980601169195,50.61027822530183,0.18617287542429795,0.40962831870227245,14.552221777439483,0.07993891555229263
16,26880,0.9394519705853235,103.63234154956041,0.656399869633277,0.8131570258823034,26.362877031201677,0.08785371341324112
17,28560,1.2602926646229862,2859.3032213456395,0.7389479761530213,0.757793543929369,25.704072266712195,0.11313812042035647
18,30240,0.6977412261224548,34.75925039899869,0.346956136853104,0.8614629573555387,14.126087041719671,0.08089503236727576
19,31920,0.7101186817179134,182.75036565004007,0.36632804325923507,0.8904483237986686,24.55071405526145,0.06379247391766674
20,33600,0.21128348122735674,31.710901534425723,0.10408496258567741,0.9033683775301502,9.543189807857441,0.04825329392963737
21,35280,0.6936868658479683,39.25001101043643,0.26804912896644884,0.6487741919266973,13.054818396462545,0.10326127406347661
22,36960,0.32380752363268145,217.18411126342568,0.15445054266305838,0.7648391775307966,13.386774640466564,0.0702714924495017
23,38640,0.22505311979904974,227.747154233173,0.10183456788618656,0.706457223833617,9.666736341972742,0.08844805189151639
24,40320,0.47308690431536243,45.45872526011392,0.22677814985930528,0.2664511559379188,13.287226659330376,0.0790749381893682
25,42000,0.32943077865857456,25.148846309813234,0.1385107745033903,0.4663173233937382,10.913158165849927,0.061717932302233984
26,43680,0.2349941382775629,79.83612525589466,0.15273350527050816,0.7356709656693161,14.439753902041971,0.10643814579108746
27,45360,0.3012523267829845,22.541957530833574,0.18292919294679771,0.7631118425084387,10.307690718221126,0.0808579130855905
28,47040,0.2425841294983546,32.413130690566746,0.15657523728713205,0.6962086327354939,11.10276626769103,0.08347603131170091
29,48720,0.2482180794082873,60.35666566078791,0.16288093330573974,0.78621363213751,12.987176922338081,0.07056294041015866
