,window,rmse,mape,mae,r2,smape,nrmse
0,0,0.37913787,15.927167236804962,0.16872811,0.9138176163460572,6.2351033091545105,0.048507918
1,68309,0.32394484,22.5069522857666,0.1648107,0.933348987829351,9.175651520490646,0.04159538
2,136618,0.31406838,13.097916543483734,0.114942834,0.9048860516242242,5.553596839308739,0.04149952
3,204927,0.25807452,16.742797195911407,0.10047295,0.9141085893068328,8.358202129602432,0.0358039
4,273236,0.22730397,36.97827756404877,0.13073662,0.9250320696606584,14.179997146129608,0.0305106
5,341545,0.2936833,22.237911820411682,0.1349126,0.930650162394014,9.12427306175232,0.039220527
6,409854,0.29909822,16.392818093299866,0.14727855,0.9376292608783472,7.333836704492569,0.032817446
7,478163,0.32987934,17.439432442188263,0.16552132,0.9432581390682887,7.240675389766693,0.034848865
8,546472,0.2477937,7.532887160778046,0.09443501,0.9535173791215552,3.55348140001297,0.03694003
9,614781,0.27988616,18.543080985546112,0.13009462,0.9340012480875572,7.96908363699913,0.041575484
10,683090,0.26547822,12.390284240245819,0.104133844,0.9272487201263406,5.4314568638801575,0.030195432
11,751399,0.25803858,15.135349333286285,0.10767339,0.8993880272002301,6.542729586362839,0.03690483
12,819708,0.07700635,17.122237384319305,0.03616504,0.7191869887956921,7.380424439907074,0.07390244
13,888017,0.2666995,11.195151507854462,0.114144295,0.9325843783027404,5.12584000825882,0.033337437
14,956326,0.30153117,15.526650846004486,0.14301743,0.9414423476475946,6.706254184246063,0.036059696
15,1024635,0.25638917,6.761789321899414,0.088518806,0.9465293890434057,3.154432028532028,0.029896125
16,1092944,0.2744245,8.13400000333786,0.0989824,0.9421053778380342,3.888334333896637,0.025121247
17,1161253,0.26489967,9.710438549518585,0.10843924,0.9388708295383508,4.790322482585907,0.03427791
18,1229562,0.22417158,9.55737829208374,0.08286904,0.9230075577930587,4.3679941445589066,0.025987893
19,1297871,0.15444694,12.980285286903381,0.06270604,0.9024152969597978,5.801915749907494,0.034245443
20,1366180,0.2839781,45.05031406879425,0.18766265,0.900367276323114,16.06094390153885,0.042922933
21,1434489,0.27412623,9.355660527944565,0.11077683,0.9350056483373279,4.326725751161575,0.032265328
22,1502798,0.28142586,8.69404673576355,0.11199882,0.9385723571289792,3.986067697405815,0.034070928
23,1571107,0.257333,15.166378021240234,0.12824753,0.9487768194297246,6.448984891176224,0.028926823
24,1639416,0.2274914,8.175702393054962,0.090527445,0.9398827202088983,3.810623660683632,0.037953187
25,1707725,0.22692813,8.701479434967041,0.09003101,0.9405987738369286,4.10287007689476,0.031943712
26,1776034,0.24261956,11.65248230099678,0.098243624,0.9159998727460886,5.236853659152985,0.03298254
27,1844343,0.10544017,14.63853269815445,0.047795106,0.9015322134586008,6.395135074853897,0.054238766
28,1912652,0.24517146,9.892836958169937,0.1002881,0.9213866928170983,4.648236930370331,0.036845725
29,1980961,0.21771331,7.200217992067337,0.08135896,0.9480925870522885,3.4102987498044968,0.022883467
