dimensions,fuzzy_sets,window,rmse,nrmse,mape,smape,mae
3,50,0,0.13279328477770627,0.01698992896337081,7.4858316094228465,3.6663972487441647,0.08822761806590491
3,50,68309,0.10494948288866454,0.013475793899417636,9.621452706547661,4.561482250667137,0.06884806452324144
3,50,136618,0.12358771723314112,0.016330300902899195,27.734661570021345,11.16433360265564,0.09783910039087286
3,50,204927,0.059518324147063456,0.008257259176895597,13.016785370290155,5.652908456422503,0.0326011803880791
3,50,273236,0.0853753602242586,0.011459779895873637,26.445293454039398,9.988168117684829,0.06190253575359251
3,50,341545,0.07097277131494176,0.009478201297401411,10.234905657068042,4.471369641947803,0.036087202195025744
3,50,409854,0.05549807300758362,0.006089321155100243,3.477868396729691,1.7146454938314144,0.021762693641776163
3,50,478163,0.08617312373974652,0.009103435848272399,3.415237904505678,1.713614542403599,0.05074499561793437
3,50,546472,0.0729099941658073,0.010869110638909853,11.44062722563266,5.134057183796823,0.05988054195254382
3,50,614781,0.1378308289646164,0.020473979347090967,7.154177142974399,3.386069367241179,0.06549061284068865
3,50,683090,0.08598141912158032,0.009779506269515502,15.97807841273454,6.671600851569827,0.06298668951636384
3,50,751399,0.07978561140490306,0.011410985612829385,17.87141361783532,7.452592317482429,0.057579975101125364
3,50,819708,0.08022585844957662,0.07699218661187776,63.719666562602825,22.151808724006305,0.07668243285372497
3,50,888017,0.0800028161019184,0.0100003520127398,9.199017949222586,5.000834885861469,0.05925471016466462
3,50,956326,0.13555204075917685,0.016210480837021868,10.536270478158611,4.690603369284246,0.09174800462298066
3,50,1024635,0.1013414112130709,0.011816862314956962,10.14775477091582,5.178630933113413,0.06375277518945471
3,50,1092944,0.12734266987699377,0.011657146638318728,8.290576326567303,3.74625638707888,0.066414353075338
3,50,1161253,0.13560491444841347,0.01754721977852141,6.524811239330111,3.3214180657906183,0.06741551001023208
3,50,1229562,0.08592358896501949,0.009961000343730524,16.543460938987742,7.368438054632358,0.07226416761039113
3,50,1297871,0.06036345472492088,0.013384358032133233,12.030766650331017,5.394804351415995,0.040882396958867695
3,50,1366180,0.12363110746551366,0.018686684925259017,11.814055365601057,5.334738251935194,0.06395040985382193
3,50,1434489,0.12235085666797346,0.014400995370524182,7.745646921486108,4.051609368794083,0.06793561313569449
3,50,1502798,0.14740699734805995,0.017845883456181592,11.329044963839166,5.3295878588351195,0.09348247399771384
3,50,1571107,0.09683271312106376,0.010884972248321016,6.440081042626566,3.1637127557285196,0.060916794819931314
3,50,1639416,0.11288639156270848,0.018833231825610357,7.580416968924067,3.6505415736761657,0.06531615827557899
3,50,1707725,0.08993041706327219,0.012659124023546199,10.698065950947214,5.346752184956725,0.07099400625954659
3,50,1776034,0.07600831345641616,0.010332832171889092,10.448011922644797,4.78997118075921,0.05277526229724642
3,50,1844343,0.04783977604242578,0.0246089382934289,18.39488840758011,7.697335254193289,0.037725823318523005
3,50,1912652,0.061739322493585436,0.009278527576433038,7.363841276040055,3.973953898796879,0.04447846979577396
3,50,1980961,0.0820057470288009,0.008619481503973188,8.37959978823051,3.8096443776203177,0.05641094957262032
